''барс''|''pars''
чадавх|t͡ʃʰatawx
чадавхаа|t͡ʃʰatawxaː
чадавхаараа|t͡ʃʰatawxaːraː
чадавхаас|t͡ʃʰatawxaːs
чадавхжуулах|t͡ʃʰatawxt͡ʃʊːɮax
чадавхжуулахад|t͡ʃʰatawxt͡ʃʊːɮaxat
чадавхи|t͡ʃʰatawxi
чадавхийг|t͡ʃʰatawxiːɡ
чадавхыг|t͡ʃʰatawxiːɡ
чадаж|t͡ʃʰatat͡ʃ
чадал|t͡ʃʰataɮ
чадалгүй|t͡ʃʰataɮɡuj
чадалтай|t͡ʃʰataɮtʰaj
чадамгай|t͡ʃʰatamɡaj
чадамгүй|t͡ʃʰatamɡuj
чадамж|t͡ʃʰatamt͡ʃ
чадамжийг|t͡ʃʰatamt͡ʃiːɡ
чадамжийн|t͡ʃʰatamt͡ʃiːn
чадамжтай|t͡ʃʰatamt͡ʃtʰaj
чадан|t͡ʃʰatan
чаданги|t͡ʃʰatanɡi
чадах|t͡ʃʰatax
чадахаа|t͡ʃʰataxaː
чадахаар|t͡ʃʰataxaːr
чадахаараа|t͡ʃʰataxaːraː
чадахаас|t͡ʃʰataxaːs
чадахав|t͡ʃʰataxaw
чадахгүй|t͡ʃʰataxɡuj
чадахгүйг|t͡ʃʰataxɡujɡ
чадахгүйгээс|t͡ʃʰataxɡujɡɛːs
чадахгүйгээсээ|t͡ʃʰataxɡujɡɛːsɛː
чадахгүйд|t͡ʃʰataxɡujt
чадахгүйн|t͡ʃʰataxɡujn
чадахгүй”|t͡ʃʰataxɡuj”
чадахуйц|t͡ʃʰataxʊit͡sʰ
чадвал|t͡ʃʰatwaɮ
чадвар|t͡ʃʰatwar
чадвараа|t͡ʃʰatwaraː
чадвараар|t͡ʃʰatwaraːr
чадвараараа|t͡ʃʰatwaraːraː
чадваргүй|t͡ʃʰatwarɡuj
чадварлаг|t͡ʃʰatwarɮaɡ
чадварт|t͡ʃʰatwartʰ
чадвартай|t͡ʃʰatwartʰaj
чадваруудад|t͡ʃʰatwarʊːtat
чадварыг|t͡ʃʰatwariːɡ
чадварын|t͡ʃʰatwariːn
чаддаг|t͡ʃʰattaɡ
чаддагаа|t͡ʃʰattaɡaː
чаддаггүй|t͡ʃʰattaɡɡuj
чаддаггүйдээ|t͡ʃʰattaɡɡujtɛː
чаддаггүйн|t͡ʃʰattaɡɡujn
чаддагийг|t͡ʃʰattaɡiːɡ
чаддагийн|t͡ʃʰattaɡiːn
чаддго|t͡ʃʰattɡɔ
чаджээ|t͡ʃʰatt͡ʃɛː
чадл|t͡ʃʰatɮ
чадлаа|t͡ʃʰatɮaː
чадлаараа|t͡ʃʰatɮaːraː
чадлго|t͡ʃʰatɮɡɔ
чадлыг|t͡ʃʰatɮiːɡ
чадлынхаа|t͡ʃʰatɮiːnxaː
чадмаар|t͡ʃʰatmaːr
чадмаг|t͡ʃʰatmaɡ
чадна|t͡ʃʰatna
чадна”|t͡ʃʰatna”
чадраабал|t͡ʃʰatraːpaɮ
чадсан|t͡ʃʰatsan
чадсанаа|t͡ʃʰatsanaː
чадсанаар|t͡ʃʰatsanaːr
чадсанаараа|t͡ʃʰatsanaːraː
чадсангүй|t͡ʃʰatsanɡuj
чадсаныг|t͡ʃʰatsaniːɡ
чадсан”|t͡ʃʰatsan”
чадсмн|t͡ʃʰatsmn
чадсн|t͡ʃʰatsn
чадснь|t͡ʃʰatsnʲ
чадх|t͡ʃʰatx
чадхвидн|t͡ʃʰatxwitn
чадхиг|t͡ʃʰatxiɡ
чадхий|t͡ʃʰatxiː
чадхлачн|t͡ʃʰatxɮat͡ʃʰn
чадхмб|t͡ʃʰatxmp
чадшго|t͡ʃʰatʃɡɔ
чадшгов|t͡ʃʰatʃɡɔw
чадшгот|t͡ʃʰatʃɡɔtʰ
чадшгоч|t͡ʃʰatʃɡɔt͡ʃʰ
чай|t͡ʃʰaj
чайна|t͡ʃʰajna
чалко|t͡ʃʰaɮkʰɔ
чалчигч|t͡ʃʰaɮt͡ʃʰiɡt͡ʃʰ
чам|t͡ʃʰam
чамаар|t͡ʃʰamaːr
чамаас|t͡ʃʰamaːs
чамаасаа|t͡ʃʰamaːsaː
чамаг|t͡ʃʰamaɡ
чамайг|t͡ʃʰamajɡ
чамайгаа|t͡ʃʰamajɡaː
чамар|t͡ʃʰamar
чамас|t͡ʃʰamas
чамбай|t͡ʃʰampaj
чамгүй|t͡ʃʰamɡuj
чамд|t͡ʃʰamt
чамдаа|t͡ʃʰamtaː
чамдаа”|t͡ʃʰamtaː”
чамин|t͡ʃʰamin
чаминчулуун|t͡ʃʰamint͡ʃʰʊɮʊːn
чамла|t͡ʃʰamɮa
чамлал|t͡ʃʰamɮaɮ
чамлахааргүй|t͡ʃʰamɮaxaːrɡuj
чамта|t͡ʃʰamtʰa
чамтай|t͡ʃʰamtʰaj
чамтайгаа|t͡ʃʰamtʰajɡaː
чамур|t͡ʃʰamʊr
чан|t͡ʃʰan
чанаад|t͡ʃʰanaːt
чанагддаг|t͡ʃʰanaɡttaɡ
чанадаас|t͡ʃʰanataːs
чанадад|t͡ʃʰanatat
чанараа|t͡ʃʰanaraː
чанараар|t͡ʃʰanaraːr
чанаргүй|t͡ʃʰanarɡuj
чанарт|t͡ʃʰanartʰ
чанартаа|t͡ʃʰanartʰaː
чанартай|t͡ʃʰanartʰaj
чанартайгаас|t͡ʃʰanartʰajɡaːs
чанарууд|t͡ʃʰanarʊːt
чанарыг|t͡ʃʰanariːɡ
чанарын|t͡ʃʰanariːn
чанасаар|t͡ʃʰanasaːr
чанасан|t͡ʃʰanasan
чанахдаа|t͡ʃʰanaxtaː
чанг|t͡ʃʰanɡ
чанга|t͡ʃʰanɡa
чангаагаад|t͡ʃʰanɡaːɡaːt
чангаасан|t͡ʃʰanɡaːsan
чангалж|t͡ʃʰanɡaɮt͡ʃ
чангалмаар|t͡ʃʰanɡaɮmaːr
чангараад|t͡ʃʰanɡaraːt
чангаралт|t͡ʃʰanɡaraɮtʰ
чангарна|t͡ʃʰanɡarna
чангаруулж|t͡ʃʰanɡarʊːɮt͡ʃ
чангарч|t͡ʃʰanɡart͡ʃʰ
чангатга|t͡ʃʰanɡatʰɡa
чангатгав|t͡ʃʰanɡatʰɡaw
чангатгаж|t͡ʃʰanɡatʰɡat͡ʃ
чангатгах|t͡ʃʰanɡatʰɡax
чанд|t͡ʃʰant
чандар|t͡ʃʰantar
чандарлаад|t͡ʃʰantarɮaːt
чандлан|t͡ʃʰantɮan
чандмань|t͡ʃʰantmanʲ
чансаа|t͡ʃʰansaː
чансаатай|t͡ʃʰansaːtʰaj
чанцалдулам|t͡ʃʰant͡sʰaɮtʊɮam
чаплин|t͡ʃʰapʰɮin
чараас|t͡ʃʰaraːs
чарания|t͡ʃʰaraniJa
чарга|t͡ʃʰarɡa
чаргаар|t͡ʃʰarɡaːr
чарлаад|t͡ʃʰarɮaːt
чарли|t͡ʃʰarɮi
чарльз|t͡ʃʰarɮʲt͡s
чармай|t͡ʃʰarmaj
чармайдаг|t͡ʃʰarmajtaɡ
чармайлт|t͡ʃʰarmajɮtʰ
чармайлтаар|t͡ʃʰarmajɮtʰaːr
чармайн|t͡ʃʰarmajn
чармайна|t͡ʃʰarmajna
чармайсан|t͡ʃʰarmajsan
чармайя|t͡ʃʰarmajJa
часас|t͡ʃʰasas
часин|t͡ʃʰasin
част|t͡ʃʰastʰ
чат|t͡ʃʰatʰ
чатгатган|t͡ʃʰatʰɡatʰɡan
чацаргана|t͡ʃʰat͡sʰarɡana
чацарганатай|t͡ʃʰat͡sʰarɡanatʰaj
чацарганыг|t͡ʃʰat͡sʰarɡaniːɡ
чацуу|t͡ʃʰat͡sʰʊː
чаңһ|t͡ʃʰaңһ
чаңһар|t͡ʃʰaңһar
чаңһаҗ|t͡ʃʰaңһaҗ
чаңһур|t͡ʃʰaңһʊr
чаһр|t͡ʃʰaһr
чаһрар|t͡ʃʰaһrar
чдийг|t͡ʃʰtiːɡ
челленж|t͡ʃʰJiɮɮJint͡ʃ
челленждээ|t͡ʃʰJiɮɮJint͡ʃtɛː
челси|t͡ʃʰJiɮsi
чемоданаа|t͡ʃʰJimɔtanaː
чен|t͡ʃʰJin
ченж|t͡ʃʰJint͡ʃ
ченжид|t͡ʃʰJint͡ʃit
ченжийн|t͡ʃʰJint͡ʃiːn
ченжээр|t͡ʃʰJint͡ʃɛːr
чепурной|t͡ʃʰJipʰʊrnɔj
чех|t͡ʃʰJix
чехов|t͡ʃʰJixɔw
чеховын|t͡ʃʰJixɔwiːn
чехословакийг|t͡ʃʰJixɔsɮɔwakʰiːɡ
чехословакийн|t͡ʃʰJixɔsɮɔwakʰiːn
чехэд|t͡ʃʰJixɛt
чзэргээ|t͡ʃʰt͡sɛrɡɛː
чи|t͡ʃʰi
чив|t͡ʃʰiw
чивч|t͡ʃʰiwt͡ʃʰ
чивәд|t͡ʃʰiwәt
чиг|t͡ʃʰiɡ
чигийн|t͡ʃʰiɡiːn
чиглэ|t͡ʃʰiɡɮɛ
чиглэгддэг|t͡ʃʰiɡɮɛɡttɛɡ
чиглэгдсэн|t͡ʃʰiɡɮɛɡtsɛn
чиглэгдэж|t͡ʃʰiɡɮɛɡtɛt͡ʃ
чиглэгэн|t͡ʃʰiɡɮɛɡɛn
чиглэдэг|t͡ʃʰiɡɮɛtɛɡ
чиглэе|t͡ʃʰiɡɮɛj
чиглэж|t͡ʃʰiɡɮɛt͡ʃ
чиглэл|t͡ʃʰiɡɮɛɮ
чиглэлд|t͡ʃʰiɡɮɛɮt
чиглэлдээ|t͡ʃʰiɡɮɛɮtɛː
чиглэлийг|t͡ʃʰiɡɮɛɮiːɡ
чиглэлийн|t͡ʃʰiɡɮɛɮiːn
чиглэлийнхэн|t͡ʃʰiɡɮɛɮiːnxɛn
чиглэлийнхээ|t͡ʃʰiɡɮɛɮiːnxɛː
чиглэлтэй|t͡ʃʰiɡɮɛɮtʰɛj
чиглэлээ|t͡ʃʰiɡɮɛɮɛː
чиглэлээр|t͡ʃʰiɡɮɛɮɛːr
чиглэлээрх|t͡ʃʰiɡɮɛɮɛːrx
чиглэлү|t͡ʃʰiɡɮɛɮu
чиглэлүүдийг|t͡ʃʰiɡɮɛɮuːtiːɡ
чиглэсэн|t͡ʃʰiɡɮɛsɛn
чиглэх|t͡ʃʰiɡɮɛx
чиглээсэй|t͡ʃʰiɡɮɛːsɛj
чиглүүлж|t͡ʃʰiɡɮuːɮt͡ʃ
чиглүүллийг|t͡ʃʰiɡɮuːɮɮiːɡ
чиглүүлнэ|t͡ʃʰiɡɮuːɮnɛ
чиглүүлэгч|t͡ʃʰiɡɮuːɮɛɡt͡ʃʰ
чиглүүлэн|t͡ʃʰiɡɮuːɮɛn
чиглүүлэх|t͡ʃʰiɡɮuːɮɛx
чиглүүлэхэд|t͡ʃʰiɡɮuːɮɛxɛt
чиглүүлээд|t͡ʃʰiɡɮuːɮɛːt
чигн|t͡ʃʰiɡn
чигт|t͡ʃʰiɡtʰ
чигтэй|t͡ʃʰiɡtʰɛj
чигтээ|t͡ʃʰiɡtʰɛː
чигчий|t͡ʃʰiɡt͡ʃʰiː
чигээ|t͡ʃʰiɡɛː
чигээр|t͡ʃʰiɡɛːr
чигээрээ|t͡ʃʰiɡɛːrɛː
чидл|t͡ʃʰitɮ
чидлтә|t͡ʃʰitɮtʰә
чидләр|t͡ʃʰitɮәr
чиирг|t͡ʃʰiirɡ
чийгийн|t͡ʃʰiːɡiːn
чийглэчихээд|t͡ʃʰiːɡɮɛt͡ʃʰixɛːt
чийгтэй|t͡ʃʰiːɡtʰɛj
чийгшүүлэгч|t͡ʃʰiːɡʃuːɮɛɡt͡ʃʰ
чийдэнгийн|t͡ʃʰiːtɛnɡiːn
чийрэгжүүлэх|t͡ʃʰiːrɛɡt͡ʃuːɮɛx
чик|t͡ʃʰikʰ
чикәр|t͡ʃʰikʰәr
чилв|t͡ʃʰiɮw
чилгч|t͡ʃʰiɮɡt͡ʃʰ
чилгчнь|t͡ʃʰiɮɡt͡ʃʰnʲ
чили|t͡ʃʰiɮi
чилийсэн|t͡ʃʰiɮiːsɛn
чилсн|t͡ʃʰiɮsn
чилх|t͡ʃʰiɮx
чилээ|t͡ʃʰiɮɛː
чилээх|t͡ʃʰiɮɛːx
чимгийг|t͡ʃʰimɡiːɡ
чимгээ|t͡ʃʰimɡɛː
чимдэг|t͡ʃʰimtɛɡ
чимж|t͡ʃʰimt͡ʃ
чимид|t͡ʃʰimit
чимхье|t͡ʃʰimxʲJi
чимхээд|t͡ʃʰimxɛːt
чимэг|t͡ʃʰimɛɡ
чимэггүй|t͡ʃʰimɛɡɡuj
чимэглэл|t͡ʃʰimɛɡɮɛɮ
чимэглэлгүйгээр|t͡ʃʰimɛɡɮɛɮɡujɡɛːr
чимэглэлийн|t͡ʃʰimɛɡɮɛɮiːn
чимэгтэй|t͡ʃʰimɛɡtʰɛj
чимэд|t͡ʃʰimɛt
чимэддорж|t͡ʃʰimɛttɔrt͡ʃ
чимэдсүрэнтэй|t͡ʃʰimɛtsurɛntʰɛj
чимэдцэеэ|t͡ʃʰimɛtt͡sʰɛjɛ
чимэдцэеэтэй|t͡ʃʰimɛtt͡sʰɛjɛtʰɛj
чимээ|t͡ʃʰimɛː
чимээг|t͡ʃʰimɛːɡ
чимээгээр|t͡ʃʰimɛːɡɛːr
чимээгүй|t͡ʃʰimɛːɡuj
чимээгүйхэн|t͡ʃʰimɛːɡujxɛn
чимээний|t͡ʃʰimɛːniː
чимээнээс|t͡ʃʰimɛːnɛːs
чин|t͡ʃʰin
чинадаас|t͡ʃʰinataːs
чинаскигийн|t͡ʃʰinaskʰiɡiːn
чинбаатарын|t͡ʃʰinpaːtʰariːn
чинбат|t͡ʃʰinpatʰ
чинбаттай|t͡ʃʰinpatʰtʰaj
чинбаяр|t͡ʃʰinpajr
чинбүрэнгийн|t͡ʃʰinpurɛnɡiːn
чинвь|t͡ʃʰinwʲ
чингат|t͡ʃʰinɡatʰ
чингис|t͡ʃʰinɡis
чингисийн|t͡ʃʰinɡisiːn
чингэвэл|t͡ʃʰinɡɛwɛɮ
чингэж|t͡ʃʰinɡɛt͡ʃ
чингэлтэй|t͡ʃʰinɡɛɮtʰɛj
чингэс|t͡ʃʰinɡɛs
чингүнжав|t͡ʃʰinɡunt͡ʃaw
чингүрний|t͡ʃʰinɡurniː
чингүүн|t͡ʃʰinɡuːn
чинжаалтай|t͡ʃʰint͡ʃaːɮtʰaj
чинзориг|t͡ʃʰint͡sɔriɡ
чинзоригтой|t͡ʃʰint͡sɔriɡtʰɔj
чини|t͡ʃʰini
чиний|t͡ʃʰiniː
чинийх|t͡ʃʰiniːx
чинр|t͡ʃʰinr
чинртә|t͡ʃʰinrtʰә
чинтүшиг|t͡ʃʰintʰuʃiɡ
чинь|t͡ʃʰinʲ
чинь”|t͡ʃʰinʲ”
чинэрч|t͡ʃʰinɛrt͡ʃʰ
чинээ|t͡ʃʰinɛː
чинээгээр|t͡ʃʰinɛːɡɛːr
чинээгээрээ|t͡ʃʰinɛːɡɛːrɛː
чинээлэг|t͡ʃʰinɛːɮɛɡ
чинүүхэй|t͡ʃʰinuːxɛj
чинән|t͡ʃʰinәn
чипс|t͡ʃʰipʰs
чиргүүл|t͡ʃʰirɡuːɮ
чирсэн|t͡ʃʰirsɛn
чирсээр|t͡ʃʰirsɛːr
чирч|t͡ʃʰirt͡ʃʰ
чирэгдлийг|t͡ʃʰirɛɡtɮiːɡ
чирэгдэл|t͡ʃʰirɛɡtɛɮ
чирэгдэлгүй|t͡ʃʰirɛɡtɛɮɡuj
чирэгдэлтэй|t͡ʃʰirɛɡtɛɮtʰɛj
чирэгдэх|t͡ʃʰirɛɡtɛx
чирэн|t͡ʃʰirɛn
чирэх|t͡ʃʰirɛx
чирээд|t͡ʃʰirɛːt
чирәд|t͡ʃʰirәt
чирәнь|t͡ʃʰirәnʲ
чирәтә|t͡ʃʰirәtʰә
чирәһән|t͡ʃʰirәһәn
чирәһәрнь|t͡ʃʰirәһәrnʲ
чихийг|t͡ʃʰixiːɡ
чихрийн|t͡ʃʰixriːn
чихрээ|t͡ʃʰixrɛː
чихрээр|t͡ʃʰixrɛːr
чихцэлдээд|t͡ʃʰixt͡sʰɛɮtɛːt
чихчихсэн|t͡ʃʰixt͡ʃʰixsɛn
чихэвч|t͡ʃʰixɛwt͡ʃʰ
чихэж|t͡ʃʰixɛt͡ʃ
чихэлдэж|t͡ʃʰixɛɮtɛt͡ʃ
чихэн|t͡ʃʰixɛn
чихэнд|t͡ʃʰixɛnt
чихэр|t͡ʃʰixɛr
чихэрийг|t͡ʃʰixɛriːɡ
чихэртэй|t͡ʃʰixɛrtʰɛj
чихэх|t͡ʃʰixɛx
чихэхээр|t͡ʃʰixɛxɛːr
чихээ|t͡ʃʰixɛː
чихээд|t͡ʃʰixɛːt
чичиргээнд|t͡ʃʰit͡ʃʰirɡɛːnt
чичирхийлэл|t͡ʃʰit͡ʃʰirxiːɮɛɮ
чичирч|t͡ʃʰit͡ʃʰirt͡ʃʰ
чичрлһиг|t͡ʃʰit͡ʃʰrɮһiɡ
чичрлһн|t͡ʃʰit͡ʃʰrɮһn
чичрэв|t͡ʃʰit͡ʃʰrɛw
чичрэг|t͡ʃʰit͡ʃʰrɛɡ
чичрэх|t͡ʃʰit͡ʃʰrɛx
чичрээд|t͡ʃʰit͡ʃʰrɛːt
чи”|t͡ʃʰi”
чого|t͡ʃʰɔɡɔ
чогоо|t͡ʃʰɔɡɔː
чойбалсан|t͡ʃʰɔjpaɮsan
чойбалсангийн|t͡ʃʰɔjpaɮsanɡiːn
чойбалсанд|t͡ʃʰɔjpaɮsant
чойжамцтай|t͡ʃʰɔjt͡ʃamt͡sʰtʰaj
чойжамцын|t͡ʃʰɔjt͡ʃamt͡sʰiːn
чойжилсүрэн|t͡ʃʰɔjt͡ʃiɮsurɛn
чойжилсүрэнтэй|t͡ʃʰɔjt͡ʃiɮsurɛntʰɛj
чойжин|t͡ʃʰɔjt͡ʃin
чоймаа|t͡ʃʰɔjmaː
чойр|t͡ʃʰɔjr
чолуд|t͡ʃʰɔɮʊt
чолун|t͡ʃʰɔɮʊn
чолунднь|t͡ʃʰɔɮʊntnʲ
чолунь|t͡ʃʰɔɮʊnʲ
чолуһар|t͡ʃʰɔɮʊһar
чолуһинь|t͡ʃʰɔɮʊһinʲ
чонгсон|t͡ʃʰɔnɡsɔn
чоно|t͡ʃʰɔnɔ
чонон|t͡ʃʰɔnɔn
чононд|t͡ʃʰɔnɔnt
чононоос|t͡ʃʰɔnɔnɔːs
чонотой|t͡ʃʰɔnɔtʰɔj
чоно”|t͡ʃʰɔnɔ”
чоныг|t͡ʃʰɔniːɡ
чонын|t͡ʃʰɔniːn
чоңкх|t͡ʃʰɔңkʰx
чоңкҗасн|t͡ʃʰɔңkʰҗasn
чукча|t͡ʃʰʊkʰt͡ʃʰa
чулуу|t͡ʃʰʊɮʊː
чулууг|t͡ʃʰʊɮʊːɡ
чулуугаа|t͡ʃʰʊɮʊːɡaː
чулуугаар|t͡ʃʰʊɮʊːɡaːr
чулууд|t͡ʃʰʊɮʊːt
чулуудаж|t͡ʃʰʊɮʊːtat͡ʃ
чулуудай|t͡ʃʰʊɮʊːtaj
чулуудан|t͡ʃʰʊɮʊːtan
чулуулгууд|t͡ʃʰʊɮʊːɮɡʊːt
чулуун|t͡ʃʰʊɮʊːn
чулуунаас|t͡ʃʰʊɮʊːnaːs
чулуунд|t͡ʃʰʊɮʊːnt
чулуунуудыг|t͡ʃʰʊɮʊːnʊːtiːɡ
чулуунуудын|t͡ʃʰʊɮʊːnʊːtiːn
чулуунхүү|t͡ʃʰʊɮʊːnxuː
чулууны|t͡ʃʰʊɮʊːniː
чулууныг|t͡ʃʰʊɮʊːniːɡ
чулуут|t͡ʃʰʊɮʊːtʰ
чулуутын|t͡ʃʰʊɮʊːtʰiːn
чун|t͡ʃʰʊn
чуудтайгаа|t͡ʃʰʊːttʰajɡaː
чуулга|t͡ʃʰʊːɮɡa
чуулган|t͡ʃʰʊːɮɡan
чуулганаа|t͡ʃʰʊːɮɡanaː
чуулганаар|t͡ʃʰʊːɮɡanaːr
чуулганд|t͡ʃʰʊːɮɡant
чуулганы|t͡ʃʰʊːɮɡaniː
чуулганыг|t͡ʃʰʊːɮɡaniːɡ
чуулган”|t͡ʃʰʊːɮɡan”
чуулгын|t͡ʃʰʊːɮɡiːn
чуулгынхаа|t͡ʃʰʊːɮɡiːnxaː
чухалд|t͡ʃʰʊxaɮt
чухалчилдаг|t͡ʃʰʊxaɮt͡ʃʰiɮtaɡ
чухалчилж|t͡ʃʰʊxaɮt͡ʃʰiɮt͡ʃ
чухалчлаад|t͡ʃʰʊxaɮt͡ʃʰɮaːt
чухалчлан|t͡ʃʰʊxaɮt͡ʃʰɮan
чухалчлах|t͡ʃʰʊxaɮt͡ʃʰɮax
чухалыг|t͡ʃʰʊxaɮiːɡ
чухал”|t͡ʃʰʊxaɮ”
чухам|t͡ʃʰʊxam
чухамдаа|t͡ʃʰʊxamtaː
чухамхүү|t͡ʃʰʊxamxuː
чухлаар|t͡ʃʰʊxɮaːr
чухлыг|t͡ʃʰʊxɮiːɡ
чэмпионшип|t͡ʃʰɛmpʰiɔnʃipʰ
чёошёо|t͡ʃʰJɔɔʃJɔɔ
чүлтэмсүрэн|t͡ʃʰuɮtʰɛmsurɛn
чүү|t͡ʃʰuː
чөдөр|t͡ʃʰotor
чөдөрлөж|t͡ʃʰotorɮot͡ʃ
чөлөө|t͡ʃʰoɮoː
чөлөөг|t͡ʃʰoɮoːɡ
чөлөөгөө|t͡ʃʰoɮoːɡoː
чөлөөл|t͡ʃʰoɮoːɮ
чөлөөлдөг|t͡ʃʰoɮoːɮtoɡ
чөлөөлж|t͡ʃʰoɮoːɮt͡ʃ
чөлөөллөө|t͡ʃʰoɮoːɮɮoː
чөлөөлнө|t͡ʃʰoɮoːɮno
чөлөөлсө|t͡ʃʰoɮoːɮso
чөлөөлсөн|t͡ʃʰoɮoːɮson
чөлөөлүүлж|t͡ʃʰoɮoːɮuːɮt͡ʃ
чөлөөлөгдсөн|t͡ʃʰoɮoːɮoɡtson
чөлөөлөгдөж|t͡ʃʰoɮoːɮoɡtot͡ʃ
чөлөөлөгдөх|t͡ʃʰoɮoːɮoɡtox
чөлөөлөгдөхгүй|t͡ʃʰoɮoːɮoɡtoxɡuj
чөлөөлөгдөхтэй|t͡ʃʰoɮoːɮoɡtoxtʰɛj
чөлөөлөлт|t͡ʃʰoɮoːɮoɮtʰ
чөлөөлөлтийг|t͡ʃʰoɮoːɮoɮtʰiːɡ
чөлөөлөлтийн|t͡ʃʰoɮoːɮoɮtʰiːn
чөлөөлөлөгдөх|t͡ʃʰoɮoːɮoɮoɡtox
чөлөөлөх|t͡ʃʰoɮoːɮox
чөлөөлөхийг|t͡ʃʰoɮoːɮoxiːɡ
чөлөөлөөд|t͡ʃʰoɮoːɮoːt
чөлөөлөөрэй|t͡ʃʰoɮoːɮoːrɛj
чөлөөн|t͡ʃʰoɮoːn
чөлөөнд|t͡ʃʰoɮoːnt
чөлөөний|t͡ʃʰoɮoːniː
чөлөөнийхөө|t͡ʃʰoɮoːniːxoː
чөлөөт|t͡ʃʰoɮoːtʰ
чөлөөтэй|t͡ʃʰoɮoːtʰɛj
чөлөөтэйгөөр|t͡ʃʰoɮoːtʰɛjɡoːr
чөтгөр|t͡ʃʰotʰɡor
чөтгөрийг|t͡ʃʰotʰɡoriːɡ
чөтгөрыг|t͡ʃʰotʰɡoriːɡ
чөтгөр”|t͡ʃʰotʰɡor”
чөтөөнд|t͡ʃʰotʰoːnt
ш|ʃ
шаав|ʃaːw
шаагдсн|ʃaːɡtsn
шаагилдаж|ʃaːɡiɮtat͡ʃ
шаагин|ʃaːɡin
шаагих|ʃaːɡix
шаамар|ʃaːmar
шаанстай|ʃaːnstʰaj
шаантны|ʃaːntʰniː
шаар|ʃaːr
шаардаад|ʃaːrtaːt
шаардагдаж|ʃaːrtaɡtat͡ʃ
шаардагдана|ʃaːrtaɡtana
шаардагдах|ʃaːrtaɡtax
шаардагдахгүй|ʃaːrtaɡtaxɡuj
шаардагддаг|ʃaːrtaɡttaɡ
шаардаж|ʃaːrtat͡ʃ
шаардана|ʃaːrtana
шаардахгүй|ʃaːrtaxɡuj
шаарддаг|ʃaːrttaɡ
шаарддаггүй|ʃaːrttaɡɡuj
шаарджээ|ʃaːrtt͡ʃɛː
шаардлаа|ʃaːrtɮaː
шаардлага|ʃaːrtɮaɡa
шаардлагаа|ʃaːrtɮaɡaː
шаардлагаар|ʃaːrtɮaɡaːr
шаардлагаас|ʃaːrtɮaɡaːs
шаардлагагүй|ʃaːrtɮaɡaɡuj
шаардлагагүйгээр|ʃaːrtɮaɡaɡujɡɛːr
шаардлагагүй”|ʃaːrtɮaɡaɡuj”
шаардлагад|ʃaːrtɮaɡat
шаардлагатай|ʃaːrtɮaɡatʰaj
шаардлагатайг|ʃaːrtɮaɡatʰajɡ
шаардлагатайгаар|ʃaːrtɮaɡatʰajɡaːr
шаардлагатай”|ʃaːrtɮaɡatʰaj”
шаардлагуудад|ʃaːrtɮaɡʊːtat
шаардлагуудыг|ʃaːrtɮaɡʊːtiːɡ
шаардлагыг|ʃaːrtɮaɡiːɡ
шаардлагын|ʃaːrtɮaɡiːn
шаардмаар|ʃaːrtmaːr
шаардпагатай|ʃaːrtpʰaɡatʰaj
шаардсан|ʃaːrtsan
шаардъя|ʃaːrtъJa
шааруудын|ʃaːrʊːtiːn
шав|ʃaw
шаварт|ʃawartʰ
шавартын|ʃawartʰiːn
шаваснь|ʃawasnʲ
шавах|ʃawax
шавдл|ʃawtɮ
шавж|ʃawt͡ʃ
шавжинд|ʃawt͡ʃint
шавжтай|ʃawt͡ʃtʰaj
шавиар|ʃawiar
шавиараа|ʃawiaraː
шавийн|ʃawiːn
шавилан|ʃawiɮan
шавинь|ʃawinʲ
шавтсн|ʃawtʰsn
шавхагдаж|ʃawxaɡtat͡ʃ
шавхана|ʃawxana
шавхийсэн|ʃawxiːsɛn
шавхруу|ʃawxrʊː
шавхрууг|ʃawxrʊːɡ
шавхсан|ʃawxsan
шавчихдаг|ʃawt͡ʃʰixtaɡ
шавчихсан|ʃawt͡ʃʰixsan
шавшаад|ʃawʃaːt
шавь|ʃawʲ
шавьдаа|ʃawʲtaː
шавьж|ʃawʲt͡ʃ
шавьжтай|ʃawʲt͡ʃtʰaj
шавьтай|ʃawʲtʰaj
шагай|ʃaɡaj
шагайг|ʃaɡajɡ
шагайгаар|ʃaɡajɡaːr
шагайдаг|ʃaɡajtaɡ
шагаймагц|ʃaɡajmaɡt͡sʰ
шагайн|ʃaɡajn
шагайтай|ʃaɡajtʰaj
шагайх|ʃaɡajx
шагдаржав|ʃaɡtart͡ʃaw
шагнагдаж|ʃaɡnaɡtat͡ʃ
шагнадаг|ʃaɡnataɡ
шагнажээ|ʃaɡnat͡ʃɛː
шагнал|ʃaɡnaɮ
шагналаа|ʃaɡnaɮaː
шагналт|ʃaɡnaɮtʰ
шагналтан|ʃaɡnaɮtʰan
шагналыг|ʃaɡnaɮiːɡ
шагнасан|ʃaɡnasan
шагнах|ʃaɡnax
шагнуулж|ʃaɡnʊːɮt͡ʃ
шагнуулжээ|ʃaɡnʊːɮt͡ʃɛː
шагшигдаж|ʃaɡʃiɡtat͡ʃ
шагшиж|ʃaɡʃit͡ʃ
шагширахаас|ʃaɡʃiraxaːs
шадар|ʃatar
шадарлаж|ʃatarɮat͡ʃ
шадарлуулж|ʃatarɮʊːɮt͡ʃ
шажигнасан|ʃat͡ʃiɡnasan
шаймгар|ʃajmɡar
